Key,Participant_ID,Start_ms,End_ms,tiva_mean_anger,tiva_max_anger,tiva_mean_contempt,tiva_max_contempt,tiva_mean_disgust,tiva_max_disgust,tiva_mean_fear,tiva_max_fear,tiva_mean_joy,tiva_max_joy,tiva_mean_sadness,tiva_max_sadness,tiva_mean_surprise,tiva_max_surprise,tiva_mean_engagement,tiva_max_engagement,tiva_mean_valence,tiva_max_valence,tiva_mean_confusion,tiva_max_confusion,tiva_mean_neutral,tiva_max_neutral,tiva_mean_attention,tiva_max_attention,tiva_mean_blinkrate,tiva_max_blinkrate
1spl1,1,1680003250000.0,1680003260000.0,0.129379720617366,0.1540470123291015,0.1920259450712511,0.192735731601715,0.0246708860360486,0.0318675376474857,0.1312018546365922,0.1539950221776962,0.024057767724478,0.0240991860628128,0.1277580700253927,0.1304445713758468,0.1023626355153898,0.3807858824729919,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0014845453783548,0.0060853827744722,99.60027961320776,99.61868286132812,97.98340418005502,98.7541732788086,0.0,0.0
1spl2,1,1680003260000.0,1680003268000.0,0.1274183271704493,0.1318419128656387,0.191538925509195,0.192650631070137,0.0240418327519216,0.0243292469531297,0.1303712502121925,0.1488557904958725,0.0240514332277548,0.0240679569542407,0.1277624737169291,0.1295146644115448,0.0655213896487209,0.0808058604598045,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0013395434774841,0.0066779414191842,99.61692222389016,99.63386535644533,97.83523477090372,98.22471618652344,0.0,0.0
1Item1,1,1680003268000.0,1680003276000.0,0.1360034362689868,0.2240682691335678,0.189046178919238,0.1926748603582382,0.0243247989565133,0.0268539451062679,0.1462481519257699,0.3394482135772705,0.024049639727014,0.0240881368517875,0.1268322372154609,0.1291321516036987,0.0962620117273684,0.3215529024600982,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0020069930836364,0.0112526128068566,99.59640575099635,99.63783264160156,97.57128916559992,98.1035614013672,0.0,0.0
1Item2,1,1680003276000.0,1680003290000.0,0.1290965082571487,0.1535695046186447,0.1913883672204128,0.1926581561565399,0.0240682829604591,0.024660712108016,0.1324338669231695,0.1708144843578338,0.0240510579400745,0.0240797810256481,0.1277217386766921,0.1286807656288147,0.0650112338133098,0.0853281840682029,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0015701596199195,0.0037324663717299,99.6172225124152,99.6282730102539,97.17614509523376,97.9365463256836,0.0,0.0
1Item3,1,1680003291000.0,1680003307000.0,0.1298810924227172,0.19866544008255,0.1909273200341172,0.1927448213100433,0.0240505382141752,0.0247555319219827,0.1345207723411353,0.2479555308818817,0.0240477422201955,0.0240651126950979,0.1277608145531769,0.1298192143440246,0.0651815648165505,0.1278376281261444,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0018220889459542,0.0069866110570728,99.61666571127402,99.63328552246092,96.93912325678644,97.7739715576172,0.6891891891891891,6.0
1Item4,1,1680003307000.0,1680003325000.0,0.1272361068481421,0.1305686831474304,0.1922764540257223,0.1928245574235916,0.0240141122702912,0.0242129396647214,0.1286768117044345,0.1345505267381668,0.0240533664620604,0.0241238325834274,0.1277360224939254,0.1292521208524704,0.0625080165778656,0.0872060060501098,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0047112046896987,0.0178740192204713,99.61544721672334,99.61892700195312,97.16475778602693,97.78020477294922,5.024096385542169,6.0
1Item5,1,1680003325000.0,1680003351000.0,0.1271162493775288,0.129227802157402,0.191982664167881,0.1929061412811279,0.0240031768335028,0.0240485537797212,0.1289600336924195,0.1327416449785232,0.0240525746795658,0.0241114161908626,0.1275954169531662,0.1288495808839798,0.0616662074811756,0.0671762228012084,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0044024311000005,0.0507626421749591,99.61603450775146,99.62014770507812,97.16482073465984,97.78248596191406,0.0,0.0
1Item6,1,1680003351000.0,1680003359000.0,0.1272557057641647,0.1280670464038848,0.1919200553281886,0.1926576197147369,0.0240058594358127,0.0240614861249923,0.1292199812628127,0.1322143673896789,0.0240563804132712,0.02410146035254,0.1275267278825914,0.1286463290452957,0.0649625401239137,0.0700737833976745,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0030161774972126,0.0168454889208078,99.61616010923645,99.61906433105467,97.07889484714818,97.5807342529297,0.0,0.0
1Item7,1,1680003359000.0,1680003368000.0,0.1271752464984144,0.1284629702568054,0.1920654615830807,0.1927709728479385,0.0240115667028086,0.0240659415721893,0.1289212655808244,0.1324816644191741,0.0240590183640874,0.0241166353225708,0.1275817805102893,0.1284734904766082,0.0623670784490448,0.0729808434844017,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0045727807550324,0.0202247407287359,99.61586815970284,99.61895751953124,96.94796053568524,97.55840301513672,0.0,0.0
1Item8,1,1680003368000.0,1680003385000.0,0.1272529077947519,0.1305087506771087,0.1917931512472735,0.1928297877311706,0.0240185836769023,0.0240972824394702,0.1294589042663573,0.1412561535835266,0.0240587661410592,0.0241020824760198,0.1274616528468526,0.1290064007043838,0.0646945080322444,0.0781350806355476,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0047797430907286,0.0199886877089738,99.6164134809166,99.62612152099608,97.00503136701644,97.6190490722656,4.318471337579618,12.0
1Item9,1,1680003385000.0,1680003394000.0,0.1270442429077194,0.1274617463350296,0.1922560485012559,0.1928212493658065,0.0240161839917481,0.0240671318024396,0.128466632890414,0.1302652806043624,0.0240558971572352,0.0240733288228511,0.1275588184236043,0.1284975260496139,0.0638302594692591,0.074829876422882,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0036294238546481,0.0070647085085511,99.61548807534828,99.61782836914062,97.0144236920828,97.42433166503906,15.686746987951809,18.0
1Item10,1,1680003394000.0,1680003416000.0,0.1271990111791619,0.1292588859796524,0.1923642223518268,0.1930617243051528,0.0240352238418862,0.0240815915167331,0.1282260406981495,0.1332004219293594,0.0240635541815529,0.0241393391042947,0.1274756974741524,0.1281456798315048,0.0647803853795516,0.08016037940979,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0065794897958517,0.0295227505266666,99.61527207318474,99.62107849121092,96.85050156537224,97.74188232421876,8.588235294117647,18.0
2spl1,1,1680003479000.0,1680003485000.0,0.1297899731180884,0.1688678115606308,0.1918988655913959,0.1926032304763793,0.024026689746163,0.0240812711417675,0.1320135113867846,0.1840488165616989,0.0240526680580593,0.0240821000188589,0.1274743998592549,0.1279703378677368,0.063289930874651,0.0868438929319381,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0026696223818527,0.0069346446543931,99.6162016435103,99.624267578125,97.99194904674184,98.33419799804688,13.418181818181818,18.0
2spl2,1,1680003487000.0,1680003494000.0,0.1270935058593749,0.1273968070745468,0.1925329061654898,0.1928193122148513,0.024022864922881,0.0240618996322155,0.1279087238586865,0.1286265403032302,0.0240478120457667,0.0240731686353683,0.1275838606632672,0.1281099766492843,0.0588590671809819,0.0617211498320102,0.3287661075592041,0.3287661075592041,0.0,0.0,0.003304135498519,0.0061546335928142,99.61493506798378,99.6156311035156,97.72626248873198,98.24015808105467,8.676923076923076,12.0
2Item1,1,1680003495000.0,1680003500000.0,0.1273228726957155,0.1312383115291595,0.1912577476190483,0.192708134651184,0.0240350078143502,0.0240788366645574,0.1299770821047865,0.1444770842790603,0.0240459091880398,0.0240595135837793,0.1270496501870777,0.1283649951219558,0.0618232834436323,0.0754201486706733,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0025444778287276,0.008723622187972,99.61748521224312,99.63218688964844,97.87602051444676,98.36333465576176,10.043478260869565,12.0
2Item2,1,1680003501000.0,1680003504000.0,0.1276035910206181,0.1317449361085891,0.1916232039885861,0.1925083994865417,0.0240568548573978,0.0241181049495935,0.1294134828661169,0.1401855945587158,0.0240525738336145,0.0240713097155094,0.1270032807120254,0.1273741275072097,0.0614298675209283,0.0659799724817276,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0031109758877261,0.0054366616532206,99.61675425938198,99.62474060058592,97.76648112705776,97.9891357421875,12.0,12.0
2Item3,1,1680003505000.0,1680003511000.0,0.1273877641984394,0.1279724240303039,0.1925106229526655,0.1927615106105804,0.0240721694260302,0.024132939055562,0.1279469446412154,0.1295032501220703,0.0240583299393099,0.0241028629243373,0.1274171609963689,0.1279858946800231,0.062749612544264,0.067871481180191,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0061441994579841,0.0112446853891015,99.614978654044,99.6159210205078,97.47685718536376,98.16699981689452,8.785714285714286,12.0
2Item4,1,1680003512000.0,1680003523000.0,0.1272903137347277,0.1278300136327743,0.1924204142654643,0.1929806023836135,0.0240673283662865,0.02412592433393,0.1281341361064536,0.1310947686433792,0.0240580839488435,0.0240996237844228,0.1274965313427588,0.1280248910188674,0.0654369499534368,0.0809352025389671,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0066808631618543,0.0192427914589643,99.61515845504462,99.6180419921875,97.30462332332836,98.08977508544922,0.8235294117647058,6.0
2Item5,1,1680003524000.0,1680003531000.0,0.1273782260250299,0.128199502825737,0.1921111908741294,0.1926897764205932,0.0240360919269732,0.0240641012787818,0.1288541932590305,0.1311728805303573,0.0240474608144722,0.0240696109831333,0.1274685286916791,0.1279020458459854,0.0628812730428762,0.0690445154905319,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0045787760191159,0.0232045669108629,99.61577677726746,99.61799621582033,97.2436147928238,97.77669525146484,0.0,0.0
2Item6,1,1680003532000.0,1680003545000.0,0.1273097076938171,0.1282675415277481,0.1924009419177189,0.1928193122148513,0.024045024929214,0.0241184253245592,0.1281463194730853,0.1296681463718414,0.0240515581955594,0.0240829940885305,0.127429070182083,0.1280556172132492,0.0604866361014606,0.0701634883880615,0.3287661075592041,0.3287661075592041,0.0,0.0,0.0050298094870676,0.0225649252533912,99.6151986870884,99.6164321899414,97.42517001569765,97.8139877319336,0.0,0.0
