Key,Participant_ID,Start_ms,End_ms,eye_mean_pupil,eye_fixation_count,eye_gaze_dispersion
1Item8,21,1676633266766.3242,1676633310474.252,0.0889564783261774,5245.0,239.857303210158
1Item9,21,1676633310496.3916,1676633316758.591,0.1351500001950524,751.0,253.5642958227803
1Item10,21,1676633316775.5544,1676633340192.646,0.1211809058581243,2811.0,280.05373445504136
2spl1,21,1676633490250.7744,1676633505506.8188,-0.246382341952613,1831.0,501.0421399979521
2spl2,21,1676633509762.1614,1676633516652.0698,-0.476862180030952,826.0,517.9993811457246
2Item1,21,1676633520788.6946,1676633531787.7812,-0.2084697087605794,1320.0,415.1580803256081
2Item2,21,1676633533823.5234,1676633548372.2915,0.0889540996748147,1746.0,304.2611004282728
2Item3,21,1676633550358.922,1676633562141.0422,-0.2443017919127641,1414.0,378.7949569020108
2Item4,21,1676633563482.2952,1676633592799.1804,0.0498288331569748,3519.0,351.70783947666143
2Item5,21,1676633595334.9092,1676633625392.4204,-0.219745076525598,3607.0,369.40144572652105
2Item6,21,1676633626896.453,1676633647233.687,-0.0234588779386926,2440.0,323.3237287735711
2Item7,21,1676633648357.048,1676633701807.6772,0.0721252905235379,6415.0,333.2025818528941
2Item8,21,1676633703307.1902,1676633737942.537,-0.0391677731614025,4156.0,359.2826910525756
2Item9,21,1676633763803.3848,1676633780119.0637,-0.0673940383864374,1958.0,343.7266696008164
2Item10,21,1676633797411.679,1676633868513.6377,-0.0506746047800176,8533.0,398.4851856486722
3spl1,21,1676634017331.4624,1676634023275.9092,-0.0099045912647648,713.0,394.09420802537545
3spl2,21,1676634023298.709,1676634025787.68,-0.4466792077922502,299.0,824.1881554302045
3Item15,21,1676634025804.4636,1676634043535.5042,-0.1692894921266943,2128.0,407.2951336941833
3Item2,21,1676634043550.6926,1676634046694.7605,-0.1124970818071846,377.0,428.6312892921071
3Item5,21,1676634046705.4502,1676634050110.1555,-0.1198995911987603,409.0,383.8435090243556
3Item12,21,1676634050122.0176,1676634062332.1355,0.1223719650206104,1466.0,346.96846066324696
3Item6,21,1676634062350.267,1676634067233.5696,-0.0683369685358561,586.0,356.4603765569993
3Item8,21,1676634067251.6284,1676634074938.048,0.0082231219575099,922.0,319.4515094917964
