Key,Participant_ID,Start_ms,End_ms,gsr_mean,gsr_max,gsr_std,gsr_peak_count
1Item8,12,1675773403796.4524,1675773419275.4756,19.493527769914632,19.590691232482275,0.0331182875491984,369.0
1Item9,12,1675773419309.176,1675773431887.12,20.64339870958949,21.30373772164816,0.5321970901088449,298.0
1Item10,12,1675773431916.224,1675773444240.2292,20.16771206942025,20.501886173527964,0.1573810560774542,294.0
2spl1,12,1675773531628.692,1675773537309.9695,20.217613378184147,20.35609498296065,0.1125689315820752,146.0
2spl2,12,1675773540168.555,1675773547847.1682,20.120018556118826,20.210303792393344,0.0577490320591256,192.0
2Item1,12,1675773550540.8635,1675773556885.692,20.20208957198884,20.283199387676994,0.0445153718811185,172.0
2Item2,12,1675773558258.0596,1675773563830.5813,20.051732869132547,20.10096039946785,0.0245239198448104,141.0
2Item3,12,1675773565088.8792,1675773574972.2004,20.06457022680253,20.210303792393344,0.0628624776294022,256.0
2Item4,12,1675773576427.9607,1675773585959.3943,20.007869139261352,20.06451260182603,0.0283100061753088,199.0
2Item5,12,1675773587380.894,1675773597538.2998,20.164295457062387,20.283199387676994,0.0642896200358567,232.0
2Item6,12,1675773598826.799,1675773622774.758,20.47144364107671,20.684125161737096,0.1069941621794422,622.0
2Item7,12,1675773623906.8523,1675773631844.3533,21.010110532968675,21.340185519289992,0.3221985680486948,186.0
2Item8,12,1675773633115.21,1675773641073.98,20.95923800759152,21.048603138155368,0.0257633971086339,209.0
2Item9,12,1675773641963.5735,1675773658733.881,20.68325937800177,20.902811947588056,0.1308568798962739,434.0
2Item10,12,1675773660081.0676,1675773674986.3794,21.006424554720805,21.413081114573647,0.243081733153752,364.0
3spl1,12,1675773730837.786,1675773736094.6023,21.450612056276157,21.66821569806644,0.068468305450644,109.0
3Item15,12,1675773742926.68,1675773744069.9648,22.21046966706424,22.287828257977505,0.039766251025319,27.0
3Item2,12,1675773744097.2754,1675773746206.43,22.047407785384564,22.17848486505202,0.0589212117358492,54.0
3Item5,12,1675773746226.483,1675773749070.4456,22.91314830268413,23.235470996665025,0.3101446691196053,61.0
3Item12,12,1675773749089.79,1675773753311.2922,23.061383918834185,23.27191879430685,0.186217884532165,95.0
3Item6,12,1675773753331.7305,1675773755273.8564,22.619371477490517,22.72520182967944,0.0680179562658542,48.0
3Item8,12,1675773755296.4492,1675773761296.5923,22.15494566240834,22.506515043828472,0.1837376244676062,160.0
3Item7,12,1675773761332.6245,1675773767970.3225,21.733007018345027,21.886902483917403,0.0705279113237733,167.0
3Item9,12,1675773768000.5864,1675773776420.222,21.57263320833226,21.77755909099193,0.0960751527367505,240.0
3Item17,12,1675773776443.578,1675773779573.1685,21.60033167495853,21.704663495708264,0.0596708944270278,71.0
3Item19,12,1675773779605.0088,1675773789798.7642,21.265027646911324,21.485976709857304,0.1055121057480793,252.0
3Item11,12,1675773789835.1616,1675773794379.4866,21.13128506120516,21.30373772164816,0.069057285732231,114.0
3Item4,12,1675773794418.392,1675773799318.9868,21.223703465361407,21.30373772164816,0.049552119200325,113.0
3Item13,12,1675773799348.3176,1675773804406.6914,21.02942304711237,21.157946531080853,0.0600380044585788,120.0
3Item10,12,1675773804440.819,1675773812218.8235,20.888101089503703,20.97570754287172,0.0283914281733882,197.0
3Item14,12,1675773812250.7175,1675773816912.5945,20.84652238406082,20.902811947588056,0.0226454863050626,106.0
3Item3,12,1675773816943.4006,1675773822397.5688,20.9477189762012,21.44952891221548,0.1987448561259976,117.0
3Item20,12,1675773822417.539,1675773826247.4417,21.489910993513146,21.558872305140955,0.039354770999174,91.0
3Item18,12,1675773826276.3208,1675773829696.6968,21.255556728875064,21.44952891221548,0.088140970317732,88.0
3Item16,12,1675773829727.219,1675773832720.5415,21.037468954541545,21.157946531080853,0.046555790993153,72.0
3Item1,12,1675773832748.5286,1675773837436.9658,20.863873550440704,20.97570754287172,0.052062944131189,123.0
1spl1,13,1676637543061.6926,1676637560095.9265,11.486080223093936,11.71395387423262,0.1153891725156324,561.0
1spl2,13,1676637560181.6824,1676637585578.639,11.380997297097087,11.591428316166992,0.0986449728419368,818.0
1Item1,13,1676637585604.435,1676637601205.589,11.948717833677676,12.617579864966626,0.34403246639904,420.0
1Item2,13,1676637601226.7964,1676637625221.7576,11.984911837982656,12.331686896146826,0.129528988216423,760.0
1Item3,13,1676637625241.1538,1676637643022.0188,11.659790417682188,11.770111421679363,0.058623753064509,573.0
1Item4,13,1676637643041.5815,1676637672441.756,11.686905508000509,12.15810902222052,0.2176629403330753,919.0
1Item5,13,1676637672460.9255,1676637720330.5002,11.33736492896753,11.729269568990825,0.161331963102623,1460.0
1Item6,13,1676637720348.6558,1676637744587.2136,11.443062356138492,11.785427116437567,0.1841507670697057,749.0
1Item7,13,1676637744602.243,1676637786660.094,11.465171756604134,12.19895087490906,0.2768668483996895,1279.0
